user_id,property_id,num_score,text_score,match_score
12,2,98.56,0.66,59.4
12,3,88.82,3.29,54.61
12,4,47.07,1.46,28.83
12,5,66.57,2.92,41.11
12,6,55.47,2.2,34.16
12,7,80.06,1.55,48.66
12,8,93.99,1.26,56.9
12,9,76.5,0.0,45.9
12,10,96.36,1.02,58.22
12,11,39.22,0.29,23.65
12,12,99.43,0.28,59.77
12,13,72.9,1.05,44.16
12,14,98.06,0.47,59.02
12,15,83.21,1.02,50.33
12,16,99.04,1.07,59.85
12,17,66.57,0.81,40.26
12,18,100.0,0.29,60.12
12,19,100.0,0.49,60.2
12,20,71.35,1.22,43.29
12,21,83.21,0.3,50.04
12,22,96.48,2.37,58.83
12,23,64.92,0.85,39.29
12,24,96.89,0.68,58.41
12,25,52.62,20.04,39.59
12,26,66.95,0.73,40.47
12,27,55.47,1.65,33.94
12,28,70.4,0.89,42.6
12,29,88.5,0.91,53.47
12,30,80.4,2.46,49.22
13,1,90.38,1.46,54.81
13,2,79.24,1.84,48.28
13,3,71.41,0.73,43.14
13,4,86.28,0.77,52.08
13,5,92.89,2.3,56.65
13,6,44.6,2.3,27.68
13,7,98.7,0.58,59.45
13,8,94.31,2.9,57.75
13,9,99.0,0.0,59.4
13,10,93.37,0.29,56.14
13,11,73.58,1.14,44.6
13,12,79.94,1.25,48.46
13,13,91.52,1.76,55.62
13,14,78.84,0.49,47.5
13,15,94.88,0.65,57.19
13,16,79.63,0.0,47.78
13,17,92.89,0.85,56.07
13,18,80.4,0.3,48.36
13,19,80.4,1.89,48.99
13,20,98.15,0.27,59.0
13,21,83.89,1.54,50.95
13,22,77.57,2.09,47.38
13,23,93.96,2.94,57.55
13,24,77.9,1.63,47.39
13,25,61.11,4.99,38.66
13,26,98.0,0.77,59.11
13,27,44.6,0.35,26.9
13,28,74.9,2.77,46.05
13,29,98.26,0.96,59.34
13,30,100.0,1.46,60.58
14,1,91.06,1.74,55.33
14,2,85.8,4.09,53.12
14,3,80.59,0.77,48.66
14,4,78.23,1.75,47.63
14,5,94.31,2.85,57.72
14,6,38.41,6.89,25.8
14,7,96.1,0.61,57.91
14,8,94.85,4.86,58.85
14,9,98.89,3.89,60.89
14,10,95.81,0.31,57.61
14,11,63.38,1.2,38.5
14,12,83.61,1.31,50.69
14,13,94.76,2.06,57.68
14,14,81.48,0.52,49.1
14,15,91.89,2.01,55.94
14,16,82.94,0.0,49.76
14,17,94.31,0.89,56.94
14,18,85.23,0.32,51.26
14,19,85.23,2.98,52.33
14,20,94.42,0.29,56.77
14,21,80.48,2.92,49.46
14,22,85.03,6.78,53.73
14,23,94.41,1.88,57.4
14,24,79.94,2.81,49.09
14,25,52.64,0.33,31.71
14,26,95.1,1.8,57.78
14,27,38.41,0.37,23.2
14,28,68.94,2.92,42.53
14,29,97.76,1.01,59.06
14,30,98.98,1.74,60.08
15,1,96.73,1.63,58.69
15,2,85.62,4.01,52.98
15,3,74.25,1.04,44.96
15,4,82.0,1.63,49.85
15,5,85.83,1.03,51.91
15,6,56.98,6.19,36.67
15,7,98.69,3.19,60.49
15,8,98.79,3.95,60.86
15,9,95.2,0.0,57.12
15,10,97.46,2.66,59.54
15,11,72.52,0.32,43.64
15,12,89.01,0.31,53.53
15,13,85.92,0.0,51.55
15,14,88.64,0.52,53.39
15,15,97.87,0.0,58.72
15,16,88.96,0.0,53.38
15,17,85.83,0.91,51.86
15,18,88.5,0.32,53.23
15,19,88.5,0.54,53.32
15,20,95.77,1.36,58.0
15,21,91.17,0.34,54.84
15,22,82.89,3.45,51.11
15,23,86.7,0.95,52.4
15,24,88.09,4.76,54.76
15,25,68.47,0.33,41.22
15,26,93.11,1.64,56.52
15,27,56.98,0.38,34.34
15,28,82.4,1.0,49.84
15,29,100.0,1.02,60.41
15,30,98.26,1.63,59.61
16,1,93.63,0.87,56.52
16,2,79.36,3.52,49.03
16,3,67.98,2.31,41.72
16,4,87.81,0.74,52.98
16,5,87.59,12.62,57.6
16,6,55.34,4.13,34.85
16,7,99.84,0.0,59.9
16,8,96.49,1.36,58.44
16,9,96.49,1.09,58.33
16,10,94.28,1.91,57.33
16,11,78.26,1.09,47.39
16,12,83.25,0.28,50.06
16,13,86.12,0.64,51.93
16,14,83.15,0.47,50.08
16,15,98.06,1.65,59.5
16,16,83.29,0.0,49.98
16,17,87.59,2.98,53.74
16,18,82.49,0.29,49.61
16,19,82.49,3.51,50.9
16,20,98.46,0.26,59.18
16,21,89.92,1.49,54.55
16,22,76.56,1.21,46.42
16,23,89.05,2.05,54.25
16,24,82.78,0.0,49.67
16,25,70.0,0.3,42.12
16,26,96.34,0.0,57.8
16,27,55.34,2.72,34.29
16,28,82.47,1.1,49.93
16,29,99.32,0.3,59.71
16,30,99.23,0.87,59.89
17,1,87.06,2.07,53.06
17,2,99.54,0.66,59.98
17,3,97.78,0.0,58.67
17,4,36.49,1.46,22.48
17,5,73.28,1.51,44.57
17,6,31.62,3.68,20.44
17,7,73.03,1.87,44.56
17,8,87.23,2.77,53.44
17,9,77.26,0.0,46.36
17,10,92.97,2.38,56.73
17,11,22.36,0.29,13.53
17,12,93.12,1.19,56.35
17,13,80.93,0.64,48.82
17,14,89.44,0.47,53.85
17,15,72.55,0.62,43.78
17,16,91.91,0.0,55.15
17,17,73.28,0.81,44.29
17,18,96.48,0.29,58.0
17,19,96.48,0.49,58.08
17,20,65.08,0.26,39.15
17,21,67.76,0.3,40.78
17,22,100.0,1.12,60.45
17,23,70.32,0.85,42.53
17,24,86.97,1.56,52.8
17,25,30.0,0.3,18.12
17,26,64.59,0.73,39.05
17,27,31.62,0.34,19.11
17,28,51.08,1.84,31.39
17,29,82.89,0.92,50.1
17,30,77.57,2.07,47.37
18,1,90.85,1.26,55.01
18,2,76.29,1.82,46.5
18,3,66.15,1.43,40.26
18,4,89.6,2.04,54.58
18,5,89.91,4.36,55.69
18,6,50.77,9.79,34.38
18,7,99.66,0.0,59.79
18,8,94.42,2.51,57.66
18,9,97.62,0.0,58.57
18,10,92.26,4.79,57.27
18,11,78.98,2.54,48.4
18,12,79.3,5.45,49.76
18,13,87.79,2.38,53.63
18,14,78.98,1.31,47.91
18,15,96.76,0.57,58.28
18,16,79.26,2.62,48.6
18,17,89.91,1.3,54.47
18,18,78.85,0.79,47.63
18,19,78.85,1.36,47.86
18,20,99.25,0.71,59.84
18,21,87.03,1.9,52.98
18,22,73.85,8.59,47.74
18,23,91.5,1.63,55.56
18,24,78.49,0.8,47.41
18,25,67.43,8.94,44.03
18,26,98.04,0.0,58.83
18,27,50.77,1.98,31.25
18,28,79.67,4.08,49.43
18,29,98.35,0.82,59.34
18,30,99.62,1.26,60.28
19,1,94.59,3.08,57.98
19,2,86.19,2.71,52.8
19,3,77.67,1.0,47.0
19,4,80.68,2.48,49.4
19,5,90.33,2.68,55.27
19,6,48.51,4.32,30.83
19,7,98.02,1.67,59.48
19,8,97.48,2.05,59.31
19,9,97.48,2.08,59.32
19,10,97.23,2.83,59.47
19,11,68.6,0.31,41.28
19,12,86.95,0.3,52.29
19,13,90.59,2.7,55.44
19,14,85.75,0.51,51.65
19,15,95.59,2.64,58.41
19,16,86.61,0.0,51.97
19,17,90.33,0.87,54.54
19,18,87.45,0.31,52.59
19,19,87.45,4.72,54.36
19,20,95.67,1.31,57.92
19,21,86.62,2.86,53.11
19,22,84.37,1.2,51.1
19,23,90.84,1.83,55.24
19,24,84.73,0.73,51.13
19,25,61.36,0.32,36.94
19,26,94.58,1.76,57.45
19,27,48.51,0.36,29.25
19,28,76.49,0.96,46.28
19,29,99.5,0.99,60.1
19,30,99.15,3.08,60.72
20,1,90.38,2.3,55.15
20,2,79.24,2.62,48.59
20,3,71.41,0.92,43.21
20,4,86.28,1.72,52.46
20,5,92.89,1.99,56.53
20,6,44.6,7.28,29.67
20,7,98.7,1.53,59.83
20,8,94.31,3.98,58.18
20,9,99.0,0.0,59.4
20,10,93.37,4.7,57.9
20,11,73.58,1.69,44.83
20,12,79.94,1.46,48.55
20,13,91.52,1.67,55.58
20,14,78.84,0.46,47.49
20,15,94.88,0.62,57.17
20,16,79.63,0.0,47.78
20,17,92.89,1.11,56.18
20,18,80.4,0.57,48.47
20,19,80.4,0.48,48.43
20,20,98.15,1.46,59.48
20,21,83.89,7.32,53.26
20,22,77.57,6.46,49.13
20,23,93.96,1.12,56.82
20,24,77.9,4.42,48.51
20,25,61.11,0.59,36.9
20,26,98.0,0.73,59.09
20,27,44.6,0.67,27.03
20,28,74.9,2.11,45.79
20,29,98.26,1.2,59.44
20,30,100.0,2.3,60.92
21,1,95.44,1.22,57.76
21,2,98.56,1.63,59.79
21,3,88.82,0.71,53.58
21,4,47.07,3.19,29.52
21,5,66.57,2.12,40.79
21,6,55.47,7.55,36.3
21,7,80.06,1.9,48.8
21,8,93.99,3.33,57.73
21,9,76.5,4.99,47.9
21,10,96.36,2.14,58.67
21,11,39.22,0.81,23.86
21,12,99.43,2.02,60.46
21,13,72.9,0.0,43.74
21,14,98.06,0.48,59.03
21,15,83.21,1.04,50.34
21,16,99.04,0.0,59.42
21,17,66.57,0.52,40.15
21,18,100.0,7.84,63.14
21,19,100.0,0.5,60.2
21,20,71.35,0.0,42.81
21,21,83.21,1.2,50.4
21,22,96.48,5.51,60.09
21,23,64.92,0.58,39.19
21,24,96.89,1.7,58.82
21,25,52.62,0.0,31.57
21,26,66.95,0.75,40.47
21,27,55.47,0.0,33.28
21,28,70.4,1.43,42.82
21,29,88.5,0.63,53.35
21,30,80.4,1.22,48.73
22,1,96.73,4.53,59.85
22,2,85.62,2.81,52.5
22,3,74.25,1.65,45.21
22,4,82.0,2.62,50.25
22,5,85.83,2.74,52.59
22,6,56.98,6.33,36.72
22,7,98.69,1.57,59.84
22,8,98.79,5.05,61.3
22,9,95.2,2.65,58.18
22,10,97.46,4.81,60.4
22,11,72.52,2.54,44.53
22,12,89.01,0.57,53.63
22,13,85.92,1.48,52.15
22,14,88.64,1.98,53.98
22,15,97.87,3.13,59.97
22,16,88.96,0.0,53.38
22,17,85.83,1.13,51.95
22,18,88.5,2.13,53.95
22,19,88.5,2.74,54.2
22,20,95.77,1.5,58.06
22,21,91.17,2.54,55.72
22,22,82.89,6.33,52.26
22,23,86.7,2.01,52.82
22,24,88.09,0.69,53.13
22,25,68.47,0.6,41.32
22,26,93.11,1.66,56.53
22,27,56.98,0.68,34.46
22,28,82.4,2.02,50.25
22,29,100.0,1.23,60.49
22,30,98.26,4.53,60.77
23,1,92.24,2.07,56.17
23,2,79.46,0.66,47.94
23,3,69.77,1.63,42.51
23,4,87.24,1.46,52.93
23,5,90.32,2.21,55.07
23,6,50.26,7.18,33.03
23,7,99.48,2.76,60.8
23,8,95.63,1.9,58.14
23,9,97.89,7.67,61.8
23,10,94.02,1.02,56.82
23,11,76.15,2.38,46.64
23,12,81.81,0.28,49.2
23,13,88.9,2.53,54.35
23,14,81.23,3.74,50.23
23,15,96.71,0.62,58.28
23,16,81.68,0.0,49.01
23,17,90.32,0.81,54.51
23,18,81.64,3.63,50.44
23,19,81.64,0.49,49.18
23,20,98.5,4.48,60.89
23,21,87.18,0.3,52.43
23,22,77.19,2.0,47.12
23,23,91.59,0.85,55.3
23,24,80.58,1.9,49.11
23,25,65.84,1.86,40.25
23,26,97.32,0.74,58.69
23,27,50.26,0.34,30.29
23,28,78.98,1.7,48.07
23,29,99.0,2.26,60.3
23,30,99.79,2.07,60.7
24,1,97.33,3.29,59.71
24,2,93.33,1.98,56.79
24,3,78.09,0.0,46.85
24,4,52.8,1.56,32.31
24,5,58.52,1.62,35.76
24,6,70.71,10.99,46.82
24,7,81.65,2.0,49.79
24,8,94.74,4.47,58.63
24,9,72.45,1.71,44.15
24,10,94.49,6.23,59.19
24,11,50.0,1.52,30.61
24,12,99.59,0.3,59.87
24,13,63.59,1.8,38.87
24,14,100.0,0.5,60.2
24,15,87.35,1.76,53.11
24,16,99.83,1.14,60.35
24,17,58.52,0.87,35.46
24,18,98.06,0.31,58.96
24,19,98.06,0.52,59.04
24,20,72.76,0.28,43.77
24,21,90.91,0.32,54.68
24,22,89.44,7.98,56.86
24,23,57.93,0.91,35.12
24,24,99.86,1.79,60.63
24,25,67.08,0.32,40.38
24,26,65.65,0.79,39.71
24,27,70.71,1.77,43.13
24,28,81.59,0.96,49.34
24,29,88.64,0.98,53.58
24,30,78.84,3.29,48.62
25,1,93.63,2.37,57.12
25,2,79.36,1.34,48.15
25,3,67.98,1.65,41.45
25,4,87.81,2.23,53.58
25,5,87.59,3.18,53.82
25,6,55.34,11.74,37.9
25,7,99.84,1.58,60.53
25,8,96.49,4.54,59.71
25,9,96.49,0.0,57.89
25,10,94.28,1.32,57.1
25,11,78.26,1.4,47.52
25,12,83.25,1.5,50.55
25,13,86.12,2.84,52.81
25,14,83.15,0.96,50.27
25,15,98.06,0.63,59.09
25,16,83.29,0.0,49.98
25,17,87.59,1.65,53.21
25,18,82.49,0.59,49.73
25,19,82.49,0.99,49.89
25,20,98.46,1.5,59.68
25,21,89.92,0.61,54.2
25,22,76.56,3.55,47.36
25,23,89.05,1.15,53.89
25,24,82.78,2.6,50.71
25,25,70.0,2.19,42.87
25,26,96.34,0.75,58.1
25,27,55.34,0.69,33.48
25,28,82.47,2.99,50.68
25,29,99.32,1.24,60.09
25,30,99.23,2.37,60.49
